"sample_id","habitat","insertsHQ"
"SAMEA2150826","cat gut",31043027
"SAMEA2150839","human gut",326052
"SAMEA2150866","human gut",361018
"SAMEA2150876","human gut",16028683
"SAMEA2150909","human gut",6577853
"SAMEA2151007","human gut",30181893
"SAMEA2151010","human gut",34466570
"SAMEA2151034","human gut",25737584
"SAMEA2151035","human gut",28041
"SAMEA2151095","cat gut",31408995
"SAMEA2151258","human gut",315684
"SAMEA2151383","human gut",29276517
"SAMEA2151391","human gut",8079055
"SAMEA2151439","human gut",27193147
"SAMEA2151468","human gut",17531
"SAMEA2151606","human gut",10415612
"SAMEA2151633","human gut",24044681
"SAMEA2151677","human gut",11415475
"SAMEA2151703","human gut",32437262
"SAMEA2151838","human gut",22134311
"SAMEA2152055","cat gut",29116079
"SAMEA2152063","human gut",29203844
"SAMEA2152064","human gut",38087009
"SAMEA2152065","human gut",14082314
"SAMEA2152125","human gut",11770418
"SAMEA2152204","human gut",17076960
"SAMEA2152254","human gut",35996
"SAMEA2152315","human gut",2584650
"SAMEA2152373","human gut",28113175
"SAMEA2152443","human gut",30540510
"SAMEA2152521","human gut",28694763
"SAMEA2152531","human gut",29249511
"SAMEA2152591","human gut",42802451
"SAMEA2152602","human gut",1269486
"SAMEA2152664","human gut",4175939
"SAMEA2152768","human gut",4376
"SAMEA2152904","human gut",276998
"SAMEA2152938","human gut",23430263
"SAMEA2153005","human gut",29552811
"SAMEA2153010","human gut",18318514
"SAMEA2153251","human gut",30529712
"SAMEA2153269","cat gut",39249616
"SAMEA2153309","cat gut",33049728
"SAMEA2153397","human gut",33760216
"SAMEA2153557","human gut",9011255
"SAMEA2153585","cat gut",35652269
"SAMEA2153599","cat gut",36953069
"SAMEA2153740","human gut",68636
"SAMEA2153824","cat gut",41238011
"SAMEA2153837","human gut",83754
"SAMEA2153852","human gut",38175531
"SAMEA2153887","human gut",121642
"SAMEA2153898","human gut",38538871
"SAMEA2154015","human gut",35062872
"SAMEA2154036","human gut",30953043
"SAMEA2154042","cat gut",48444789
"SAMEA2154047","human gut",10168507
"SAMEA2154082","human gut",276
"SAMEA2154150","human gut",34783545
"SAMEA2154425","cat gut",34149279
"SAMEA2154452","human gut",12467013
"SAMEA2154516","human gut",27578494
"SAMEA2154561","human gut",30071081
"SAMEA2154620","human gut",31192101
"SAMEA2154726","human gut",22074
"SAMEA2154893","human gut",10203324
"SAMEA2154920","human gut",11065672
"SAMEA2154930","human gut",81384
"SAMEA2154992","human gut",8990645
"SAMEA2155030","human gut",4278510
"SAMEA2155055","human gut",3999304
"SAMEA2155093","human gut",30832861
"SAMEA2155132","human gut",1871
"SAMEA2155134","human gut",32538346
"SAMEA2155215","human gut",218931
"SAMEA2155252","cat gut",38735493
"SAMEA2155255","human gut",32114506
"SAMEA2155310","human gut",8683894
"SAMEA2155373","human gut",14170731
"SAMEA2155432","human gut",2671832
"SAMEA2155512","human gut",36313137
"SAMEA2155520","human gut",27083843
"SAMEA2155636","human gut",14093021
"SAMEA2155689","human gut",10921412
"SAMEA2155745","human gut",505351
"SAMEA2155758","human gut",29530137
"SAMEA2155902","human gut",29978842
"SAMEA2155953","human gut",577103
"SAMEA2156032","human gut",33367099
"SAMEA2156186","human gut",2865
"SAMEA2156362","human gut",12710879
"SAMEA2156486","human gut",33680957
"SAMEA2156577","human gut",27193262
"SAMEA2156675","human gut",15963669
"SAMEA2156714","human gut",32370184
"SAMEA2156850","human gut",35351554
"SAMEA2156906","human gut",15104478
"SAMEA2157028","human gut",27450924
"SAMEA2157043","human gut",3768008
"SAMEA2157192","human gut",7370805
"SAMEA2157273","human gut",11162712
"SAMEA2157747","human gut",21276275
"SAMEA2157793","human gut",11152290
"SAMEA2157850","human gut",34758063
"SAMEA2157853","human gut",241566
"SAMEA2157909","human gut",15471140
"SAMEA2157917","human gut",31043435
"SAMEA2157972","human gut",37669849
"SAMEA2157977","human gut",25794053
"SAMEA2158026","cat gut",50930135
"SAMEA2158039","human gut",30172975
"SAMEA2158062","human gut",40059350
"SAMEA2158100","human gut",17132091
"SAMEA2158190","human gut",23924708
"SAMEA2158269","human gut",25738537
"SAMEA2158408","human gut",8360738
"SAMEA2158454","human gut",16013479
"SAMEA2158468","human gut",29947867
"SAMEA2158480","human gut",4035093
"SAMEA2158513","cat gut",39757138
"SAMEA2158521","human gut",11672677
"SAMEA2158542","human gut",30130967
"SAMEA2158769","human gut",27639683
"SAMEA2158881","cat gut",41447230
"SAMEA2159032","human gut",32540831
"SAMEA2159102","human gut",25375811
"SAMEA2159162","human gut",31762947
"SAMEA2159202","human gut",23295959
"SAMEA2159338","human gut",24107498
"SAMEA2159408","human gut",19620992
"SAMEA2159429","human gut",9075981
"SAMEA2159524","cat gut",41481354
"SAMEA2159529","human gut",31198077
"SAMEA2159541","human gut",263045
"SAMEA2159553","human gut",4586334
"SAMEA2159561","human gut",11634059
"SAMEA2159881","human gut",30445020
"SAMEA2159891","human gut",9490960
"SAMEA2159974","human gut",26787242
"SAMEA2160045","human gut",11918580
"SAMEA2160152","human gut",35062018
"SAMEA2160194","cat gut",28993647
"SAMEA2160437","human gut",10966491
"SAMEA2160490","human gut",28825267
"SAMEA2160616","human gut",25510666
"SAMEA2160621","human gut",392760
"SAMEA2160855","cat gut",31672228
"SAMEA2160902","human gut",28712636
"SAMEA2160998","human gut",31361235
"SAMEA2161021","human gut",13218690
"SAMEA2161216","human gut",148462
"SAMEA2161222","human gut",24765479
"SAMEA2161276","cat gut",31458819
"SAMEA2161309","human gut",206852
"SAMEA2161311","human gut",32626697
"SAMEA2161372","human gut",40129897
"SAMEA2161597","human gut",30099170
"SAMEA2161608","human gut",446299
"SAMEA2161657","human gut",27175588
"SAMEA2161876","human gut",12089451
"SAMEA2161897","human gut",47974620
"SAMEA2162036","human gut",31691397
"SAMEA2162138","human gut",3856370
"SAMEA2162182","human gut",18331308
"SAMEA2162200","human gut",14820058
"SAMEA2162231","human gut",22425723
"SAMEA2162259","human gut",13550059
"SAMEA2162297","human gut",112344
"SAMEA2162348","human gut",78616
"SAMEA2162460","human gut",86484
"SAMEA2162475","human gut",32094741
"SAMEA2162501","cat gut",41546756
"SAMEA2162530","human gut",170808
"SAMEA2162573","human gut",31840512
"SAMEA2162640","human gut",36233788
"SAMEA2162811","human gut",35547319
"SAMEA2162844","human gut",35387378
"SAMEA2162862","human gut",11265781
"SAMEA2162880","human gut",7939188
"SAMEA2163052","human gut",2406141
"SAMEA2163248","human gut",6571862
"SAMEA2163271","human gut",232552
"SAMEA2163351","human gut",16782666
"SAMEA2163432","human gut",40888864
"SAMEA2163443","cat gut",44724685
"SAMEA2163504","human gut",6763523
"SAMEA2163575","human gut",18391043
"SAMEA2163583","human gut",33543529
"SAMEA2338623","human gut",25894937
"SAMEA2338624","human gut",24248383
"SAMEA2338625","human gut",24545710
"SAMEA2338626","human gut",26326261
"SAMEA2338627","human gut",22125154
"SAMEA2338628","human gut",21028497
"SAMEA2338629","human gut",27312298
"SAMEA2338630","human gut",23629739
"SAMEA2338631","human gut",25417842
"SAMEA2338632","human gut",34589080
"SAMEA2338633","human gut",25796145
"SAMEA2338634","human gut",22458408
"SAMEA2338635","human gut",26384329
"SAMEA2338636","human gut",28959454
"SAMEA2338637","human gut",31341330
"SAMEA2338638","human gut",29511833
"SAMEA2338639","human gut",23405621
"SAMEA2338640","human gut",25544166
"SAMEA2338641","human gut",29123808
"SAMEA2338642","human gut",25824176
"SAMEA2338643","human gut",28714882
"SAMEA2338644","human gut",28288404
"SAMEA2338645","human gut",23896679
"SAMEA2338646","human gut",24054471
"SAMEA2338647","human gut",26566858
"SAMEA2338648","human gut",22248578
"SAMEA2338649","human gut",24512372
"SAMEA2338650","human gut",22778482
"SAMEA2338651","human gut",22147324
"SAMEA2338652","human gut",26605106
"SAMEA2338653","human gut",24434936
"SAMEA2338654","human gut",28380089
"SAMEA2338655","human gut",25948809
"SAMEA2338656","human gut",25190944
"SAMEA2338657","human gut",25340194
"SAMEA2338658","human gut",26836479
"SAMEA2338659","human gut",25127472
"SAMEA2338660","human gut",22911439
"SAMEA2338661","human gut",28429400
"SAMEA2338662","human gut",23664407
"SAMEA2338663","human gut",22722688
"SAMEA2338664","human gut",25354365
"SAMEA2338665","human gut",26022855
"SAMEA2338666","human gut",29203970
"SAMEA2338667","human gut",26523959
"SAMEA2338668","human gut",25215899
"SAMEA2338669","human gut",25484511
"SAMEA2338670","human gut",26230867
"SAMEA2338671","human gut",26628080
"SAMEA2338672","human gut",31268714
"SAMEA2338673","human gut",27974995
"SAMEA2338674","human gut",33188188
"SAMEA2338675","human gut",32287956
"SAMEA2338676","human gut",26794204
"SAMEA2338677","human gut",33891323
"SAMEA2338678","human gut",27691562
"SAMEA2338679","human gut",22222374
"SAMEA2338680","human gut",22121214
"SAMEA2338681","human gut",27139202
"SAMEA2338682","human gut",23984060
"SAMEA2338683","human gut",25432056
"SAMEA2338684","human gut",25831652
"SAMEA2338685","human gut",33591125
"SAMEA2338686","human gut",26619340
"SAMEA2338687","human gut",29371202
"SAMEA2338688","human gut",28127663
"SAMEA2338689","human gut",27179499
"SAMEA2338690","human gut",28204236
"SAMEA2338691","human gut",33056281
"SAMEA2338692","human gut",28727954
"SAMEA2338693","human gut",29682483
"SAMEA2338694","human gut",27175437
"SAMEA2338695","human gut",28470487
"SAMEA2338696","human gut",23180397
"SAMEA2338697","human gut",29470729
"SAMEA2338698","human gut",27156284
"SAMEA2338699","human gut",28659115
"SAMEA2338700","human gut",27730883
"SAMEA2338701","human gut",29338048
"SAMEA2338702","human gut",27104649
"SAMEA2338703","human gut",25314982
"SAMEA2338704","human gut",29437164
"SAMEA2338705","human gut",22598168
"SAMEA2338706","human gut",25802101
"SAMEA2338707","human gut",26715590
"SAMEA2338708","human gut",33793218
"SAMEA2338709","human gut",30306169
"SAMEA2338710","human gut",25173367
"SAMEA2338711","human gut",23336663
"SAMEA2338712","human gut",26598588
"SAMEA2338713","human gut",30103529
"SAMEA2338714","human gut",30695874
"SAMEA2338715","human gut",26528077
"SAMEA2338716","human gut",30612999
"SAMEA2338717","human gut",25642067
"SAMEA2338718","human gut",26974818
"SAMEA2338719","human gut",25378692
"SAMEA2338720","human gut",23420351
"SAMEA2338721","human gut",29970702
"SAMEA2338722","human gut",27007275
"SAMEA2338723","human gut",28520709
"SAMEA2338724","human gut",31158079
"SAMEA2338725","human gut",23908933
"SAMEA2338726","human gut",27408779
"SAMEA2338727","human gut",25748167
"SAMEA2338728","human gut",30877311
"SAMEA2338729","human gut",28593367
"SAMEA2338730","human gut",25705628
"SAMEA2338731","human gut",24848341
"SAMEA2338732","human gut",33131473
"SAMEA2338733","human gut",29719406
"SAMEA2338734","human gut",26046256
"SAMEA2338735","human gut",36153293
"SAMEA2338736","human gut",24529575
"SAMEA2338737","human gut",26883035
"SAMEA2338738","human gut",31650514
"SAMEA2338739","human gut",26797918
"SAMEA2338740","human gut",33603460
"SAMEA2338741","human gut",25207079
"SAMEA2338742","human gut",32751707
"SAMEA2338743","human gut",21217409
"SAMEA2338744","human gut",30815243
"SAMEA2338745","human gut",33791580
"SAMEA2338746","human gut",26283414
"SAMEA2338747","human gut",36730954
"SAMEA2338748","human gut",22705335
"SAMEA2338749","human gut",25504279
"SAMEA2338750","human gut",27039620
"SAMEA2338751","human gut",28421412
"SAMEA2338752","human gut",19350642
"SAMEA2338753","human gut",8136081
"SAMEA2338754","human gut",25138299
"SAMEA2338755","human gut",25862801
"SAMEA2338756","human gut",24676257
"SAMEA2338757","human gut",33635896
"SAMEA2338758","human gut",25506535
"SAMEA2338759","human gut",29637985
"SAMEA2338760","human gut",25870579
"SAMEA2338761","human gut",32804422
"SAMEA2338762","human gut",27305285
"SAMEA2338763","human gut",28998829
"SAMEA2338764","human gut",28669999
"SAMEA2338765","human gut",29554009
"SAMEA2338766","human gut",33312873
"SAMEA2338767","human gut",26534295
"SAMEA2338768","human gut",36503576
"SAMEA2338769","human gut",30389396
"SAMEA2338770","human gut",31459581
"SAMEA2338771","human gut",34110594
"SAMEA2338772","human gut",32211325
"SAMEA2338773","human gut",23240628
"SAMEA2338774","human gut",22699178
"SAMEA2338775","human gut",28256953
"SAMEA2338776","human gut",19531688
"SAMEA2338777","human gut",44192542
"SAMEA2338778","human gut",29411918
"SAMEA2338779","human gut",34536023
"SAMEA2338780","human gut",28790679
"SAMEA2338781","human gut",28165669
"SAMEA2338782","human gut",25848753
"SAMEA2338783","human gut",22761781
"SAMEA2338784","human gut",27850851
"SAMEA2338785","human gut",24617427
"SAMEA2338786","human gut",28968742
"SAMEA2338787","human gut",30499194
"SAMEA2338788","human gut",27877324
"SAMEA2338789","human gut",30366145
"SAMEA2338790","human gut",42977256
"SAMEA2338791","human gut",27510639
"SAMEA2338792","human gut",34218516
"SAMEA2338793","human gut",23372017
"SAMEA2338794","human gut",35086584
"SAMEA2338795","human gut",27874216
"SAMEA2338796","human gut",47082735
"SAMEA2338797","human gut",41410742
"SAMEA2338798","human gut",38822889
"SAMEA2338799","human gut",27670983
"SAMEA2338800","human gut",29647384
"SAMEA2338801","human gut",38787233
"SAMEA2338802","human gut",24361243
"SAMEA2338803","human gut",41387742
"SAMEA2338804","human gut",26837257
"SAMEA2338805","human gut",42888008
"SAMEA2338806","human gut",35931986
"SAMEA2338807","human gut",41776755
"SAMEA2338808","human gut",36360290
"SAMEA2338809","human gut",39237678
"SAMEA2338810","human gut",28714216
"SAMEA2338811","human gut",30168221
"SAMEA2338812","human gut",27901357
"SAMEA2338813","human gut",31974027
"SAMEA2338814","human gut",34275208
"SAMEA2338815","human gut",28885578
"SAMEA2338816","human gut",34618708
"SAMEA2338817","human gut",31768803
"SAMEA2338818","human gut",24621363
"SAMEA2338819","human gut",34730856
"SAMEA2338820","human gut",25803384
"SAMEA2338821","human gut",29603332
"SAMEA2338822","human gut",30471888
"SAMEA2338823","human gut",37362079
"SAMEA2338824","human gut",29368150
"SAMEA2338825","human gut",34488327
"SAMEA2338826","human gut",28342327
"SAMEA2338827","human gut",33155887
"SAMEA2338828","human gut",26966749
"SAMEA2338829","human gut",31657143
"SAMEA2338830","human gut",28631054
"SAMEA2338831","human gut",32267615
"SAMEA2338832","human gut",27617556
"SAMEA2338833","human gut",32466583
"SAMEA2338834","human gut",29512130
"SAMEA2338835","human gut",31088990
"SAMEA2338836","human gut",30622351
"SAMEA2338837","human gut",29721274
"SAMEA2338838","human gut",29342806
"SAMEA2338839","human gut",34928651
"SAMEA2338840","human gut",31725022
"SAMEA2338841","human gut",34369718
"SAMEA2338842","human gut",23348631
"SAMEA2338843","human gut",29253310
"SAMEA2338844","human gut",25665818
"SAMEA2338845","human gut",55441959
"SAMEA2338846","human gut",31508396
"SAMEA2338847","human gut",34674070
"SAMEA2338848","human gut",27770103
"SAMEA2338849","human gut",32171834
"SAMEA2338850","human gut",24102247
"SAMEA2338851","human gut",31129421
"SAMEA2338852","human gut",26333869
"SAMEA2338853","human gut",36278117
"SAMEA2338854","human gut",32870204
"SAMEA2338855","human gut",35995354
"SAMEA2338856","human gut",27482111
"SAMEA2338857","human gut",35399200
"SAMEA2338858","human gut",33951078
"SAMEA2338859","human gut",36728895
"SAMEA2338860","human gut",42247174
"SAMEA2338861","human gut",19234459
"SAMEA2338862","human gut",28213403
"SAMEA2338863","human gut",25145279
"SAMEA2338864","human gut",27297356
"SAMEA2338865","human gut",1347334
"SAMEA2338866","human gut",28022506
"SAMEA2338867","human gut",39830249
"SAMEA2338868","human gut",848658
"SAMEA2338869","human gut",28472645
"SAMEA2338870","human gut",32486838
"SAMEA2338871","human gut",24201859
"SAMEA2466887","human gut",20001869
"SAMEA2466888","human gut",20868168
"SAMEA2466889","human gut",64611323
"SAMEA2466890","human gut",42780323
"SAMEA2466891","human gut",17936145
"SAMEA2466892","human gut",18713477
"SAMEA2466893","human gut",13271849
"SAMEA2466894","human gut",18598506
"SAMEA2466895","human gut",37223705
"SAMEA2466896","human gut",19807860
"SAMEA2466897","human gut",25894853
"SAMEA2466898","human gut",18021412
"SAMEA2466899","human gut",37741134
"SAMEA2466900","human gut",46199049
"SAMEA2466901","human gut",15403500
"SAMEA2466902","human gut",30896005
"SAMEA2466903","human gut",37541008
"SAMEA2466904","human gut",31896885
"SAMEA2466905","human gut",20445776
"SAMEA2466906","human gut",14268969
"SAMEA2466907","human gut",22227127
"SAMEA2466908","human gut",16351291
"SAMEA2466909","human gut",6061375
"SAMEA2466910","human gut",44891790
"SAMEA2466911","human gut",20696285
"SAMEA2466912","human gut",30343203
"SAMEA2466913","human gut",44949561
"SAMEA2466914","human gut",28322946
"SAMEA2466915","human gut",16525889
"SAMEA2466916","human gut",25800267
"SAMEA2466917","human gut",28468530
"SAMEA2466918","human gut",33214427
"SAMEA2466919","human gut",9032818
"SAMEA2466920","human gut",9911829
"SAMEA2466921","human gut",24193263
"SAMEA2466922","human gut",21735028
"SAMEA2466923","human gut",18246100
"SAMEA2466924","human gut",39103481
"SAMEA2466925","human gut",31928256
"SAMEA2466926","human gut",11362145
"SAMEA2466927","human gut",44994688
"SAMEA2466928","human gut",46169296
"SAMEA2466929","human gut",6022739
"SAMEA2466930","human gut",17929388
"SAMEA2466931","human gut",43814292
"SAMEA2466932","human gut",44348096
"SAMEA2466933","human gut",39223380
"SAMEA2466934","human gut",23380608
"SAMEA2466935","human gut",35397517
"SAMEA2466936","human gut",40493208
"SAMEA2466937","human gut",35268679
"SAMEA2466938","human gut",35634154
"SAMEA2466939","human gut",26064938
"SAMEA2466940","human gut",49120475
"SAMEA2466941","human gut",24559148
"SAMEA2466942","human gut",23918855
"SAMEA2466943","human gut",14088304
"SAMEA2466944","human gut",22263512
"SAMEA2466945","human gut",28795470
