"Term_ID","Term_Label","Parent_ID","Parent_Label","geneclass"
"ARO:3002701","Rhodococcus fascians cmr","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3001265","Erm(30)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3003676","AAC(6')-Ib'","ARO:3000345","AAC(6')","aac"
"ARO:3008053","ADC-343","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007188","vanH gene in vanP cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3006966","PFM-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003714","PEDO-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002644","APH(3')-IIa","ARO:3000126","APH(3')","aph"
"ARO:3002537","AAC(3)-IIIb","ARO:3000322","AAC(3)","aac"
"ARO:3001775","OXA-119","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001767","OXA-137","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003793","SPM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002587","AAC(6')-I33","ARO:3000345","AAC(6')","aac"
"ARO:3002698","cmlB","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002385","BEL-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000813","MexS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002531","AAC(3)-Ic","ARO:3000322","AAC(3)","aac"
"ARO:3005347","DfrA37","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3005068","ParR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3004657","catA4","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3000363","EreB","ARO:3000320","macrolide esterase","mel"
"ARO:3006883","ECV-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002199","IMP-8","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006854","CMH-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002530","AAC(3)-Ib","ARO:3000322","AAC(3)","aac"
"ARO:3008113","CMY-176","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006887","FIA-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002526","AAC(2')-Id","ARO:3000341","AAC(2')","aac"
"ARO:3000444","rphA","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3006155","CME-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003204","TLA-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003557","SFB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008995","PEN-A18","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000412","sul2","ARO:3004238","sulfonamide resistant sul","sul"
"ARO:3004054","Pseudomonas aeruginosa CpxR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002549","AAC(6')-Ic","ARO:3000345","AAC(6')","aac"
"ARO:3008821","PAD-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002640","APH(3'')-Ic","ARO:3000127","APH(3'')","aph"
"ARO:3002514","OCH-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003019","dfrA23","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002753","QnrB38","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002276","VIM-6","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008207","HMB-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004332","MCR-5.1","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3007401","ANT(9)-Ib","ARO:3000228","ANT(9)","ant"
"ARO:3006869","CSA-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005775","OXA-551","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006254","ACT-59","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001822","ACT-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006884","EFM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005338","OXA-648","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007026","salB","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002542","AAC(3)-VIIIa","ARO:3000322","AAC(3)","aac"
"ARO:3007956","ACT-193","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002009","CTX-M-152","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007801","RATA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002993","AQU-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004775","CME-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003716","CPS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002265","IND-9","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000183","tet(Z)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3005094","OXA-898","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004552","dfrA30","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3000845","GIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001751","OXA-296","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002566","AAC(6')-Iv","ARO:3000345","AAC(6')","aac"
"ARO:3001741","OXA-286","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008008","ADC-292","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009034","PNC-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008193","GMA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006304","ADC-129","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002794","QnrS5","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3006328","ADC-154","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002190","MOX-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002567","AAC(6')-Iw","ARO:3000345","AAC(6')","aac"
"ARO:3005329","OXA-673","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002568","AAC(6')-Ix","ARO:3000345","AAC(6')","aac"
"ARO:3001746","OXA-291","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001744","OXA-289","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002565","AAC(6')-Iu","ARO:3000345","AAC(6')","aac"
"ARO:3003971","Erm(44)v","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3001757","OXA-302","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001739","OXA-284","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002557","AAC(6')-Ij","ARO:3000345","AAC(6')","aac"
"ARO:3001762","OXA-307","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004091","ANT(3'')-IIc","ARO:3004275","ANT(3'')","ant"
"ARO:3001761","OXA-306","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006309","ADC-134","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003603","OXA-447","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003983","CatU","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3003992","rphB","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3003990","vgbC","ARO:3000233","streptogramin inactivation enzyme","vat"
"ARO:3003984","BahA","ARO:3004260","Bah amidohydrolase","bah"
"ARO:3003994","cpaA","ARO:3004257","cpa acetyltransferase","cpa"
"ARO:3003980","tetA(58)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003988","AAC(2')-IIb","ARO:3000341","AAC(2')","aac"
"ARO:3002581","AAC(6')-Ib10","ARO:3000345","AAC(6')","aac"
"ARO:3007494","tet(64)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002924","vanR gene in vanE cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002556","AAC(6')-Ii","ARO:3000345","AAC(6')","aac"
"ARO:3005344","OXA-825","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001982","CTX-M-123","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005937","OXA-732","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001302","chrB","ARO:3000492","gene involved in self-resistance to antibiotic","self-resistance"
"ARO:3001303","ErmO-srmA","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006853","SRT-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002840","vatA","ARO:3000233","streptogramin inactivation enzyme","vat"
"ARO:3001307","vgbA","ARO:3000233","streptogramin inactivation enzyme","vat"
"ARO:3007189","vanP","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3005052","LpsA","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3006876","EC-15","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002198","IMP-7","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004502","MCR-2.2","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3007027","salC","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3001725","OXA-269","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001726","OXA-270","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005696","GOB-48","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005551","BlaB-38","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005682","GOB-33","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005556","BlaB-8","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005678","GOB-29","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002562","AAC(6')-Is","ARO:3000345","AAC(6')","aac"
"ARO:3004682","aadA27","ARO:3004275","ANT(3'')","ant"
"ARO:3004549","dfrB5","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3000569","tet(41)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002957","vanY gene in vanD cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003020","dfrA25","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3007898","ACT-116","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002589","AAC(6')-Iid","ARO:3000345","AAC(6')","aac"
"ARO:3000368","vanC","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002884","iri","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3005036","BLMT","ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration"
"ARO:3008180","FOX-18","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004674","FosD","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3007650","CDA-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007113","nimK","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3002662","APH(9)-Ia","ARO:3000153","APH(9)","aph"
"ARO:3000124","mecI","ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"ARO:3001091","SHV-33","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002638","APH(3'')-Ia","ARO:3000127","APH(3'')","aph"
"ARO:3001300","myrA","ARO:3000492","gene involved in self-resistance to antibiotic","self-resistance"
"ARO:3004139","MCR-3.1","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3001924","CTX-M-63","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008618","OXA-1206","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003205","Erm(43)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002949","vanX gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007047","mef(H)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3005878","OXA-666","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005018","LMB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000843","MUS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007840","CIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004644","dfrA6 from Proteus mirabilis","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3005093","OXA-899","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006873","EAM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004600","LnuH","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3006177","IMI-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007108","nimF","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3002799","QnrVC1","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3004768","CIA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003059","tmrB","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3004621","AAC(3)-IIe","ARO:3000322","AAC(3)","aac"
"ARO:3001077","SHV-19","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008049","ADC-339","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002674","Clostridium butyricum catB","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3002380","SME-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005354","dfr22","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002580","AAC(6')-Ib9","ARO:3000345","AAC(6')","aac"
"ARO:3001772","OXA-59","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000215","mecR1","ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"ARO:3001792","OXA-62","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001676","OXA-235","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007493","tet(63)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3007182","blaC","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004801","FTU-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002641","APH(3')-Ia","ARO:3000126","APH(3')","aph"
"ARO:3001742","OXA-287","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001743","OXA-288","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001740","OXA-285","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002858","dfrA12","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002923","vanR gene in vanD cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3004795","FPH-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003070","vanX gene in vanD cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002523","AAC(2')-Ia","ARO:3000341","AAC(2')","aac"
"ARO:3006963","ORR-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002658","APH(6)-Ib","ARO:3000151","APH(6)","aph"
"ARO:3009032","PNC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001459","OXA-154","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001461","OXA-156","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007007","TER-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002695","cmlA5","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002590","AAC(6')-Iih","ARO:3000345","AAC(6')","aac"
"ARO:3008570","OXA-1152","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007006","ZOG-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3009044","SED-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008252","KPC-122","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008507","OXA-1089","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002241","CARB-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005096","GPC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002828","srmB","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3004605","ermZ","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3007123","tet(O/W/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3001462","OXA-157","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000594","ErmR","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006902","BSU-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000848","DIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001817","ACC-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007895","ACT-112","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002555","AAC(6')-Ih","ARO:3000345","AAC(6')","aac"
"ARO:3001305","ErmU","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002881","lmrC","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002649","APH(3')-Va","ARO:3000126","APH(3')","aph"
"ARO:3000596","ErmX","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006232","ACC-7","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002700","cmlv","ARO:3000249","chloramphenicol phosphotransferase","cpt"
"ARO:3005524","BlaB-11","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002243","CARB-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002248","CARB-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002218","IMP-27","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006935","LHK-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008728","OXA-951","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008620","OXA-1208","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004087","APH(3')-IXa","ARO:3000126","APH(3')","aph"
"ARO:3002583","AAC(6')-29a","ARO:3000345","AAC(6')","aac"
"ARO:3002849","arr-4","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3002623","ANT(4')-Ia","ARO:3000229","ANT(4')","ant"
"ARO:3005015","VMB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000410","sul1","ARO:3004238","sulfonamide resistant sul","sul"
"ARO:3003772","Brucella suis mprF","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3000423","FomA","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3005121","lsaD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3005576","CARB-42","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006294","ADC-116","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000846","SIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007111","nimI","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3000595","ErmT","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3008741","OXA-964","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007122","tet(O/W/32/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3004641","AAC(6')-I-43","ARO:3000345","AAC(6')","aac"
"ARO:3002680","catB8","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3005010","qacEdelta1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003067","smeS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000849","SFH-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000194","tet(W)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3003553","CepS","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000508","gadX","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3008173","FONA-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003670","PEDO-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002143","DHA-12","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002687","catQ","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3008183","FOX-21","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002914","vanJ","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3000866","oleI","ARO:3000458","macrolide glycosyltransferase","mgt"
"ARO:3003036","oleB","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002893","tcr3","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002651","APH(3')-Vc","ARO:3000126","APH(3')","aph"
"ARO:3004661","Staphylococcus aureus FosB","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3003174","CARB-18","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002895","SAT-2","ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"ARO:3003561","SED-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007855","CHM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004498","dfrB4","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3007460","IMP-91","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002897","SAT-4","ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"ARO:3004460","Vibrio anguillarum chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3002628","aad(6)","ARO:3000225","ANT(6)","ant"
"ARO:3008394","MUN-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007106","nimD","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3004608","EreD","ARO:3000320","macrolide esterase","mel"
"ARO:3000205","tet(X)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3000318","mphB","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3002688","catS","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3004191","APH(2'')-If","ARO:3000128","APH(2'')","aph"
"ARO:3000498","ErmF","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3003097","CfxA6","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003918","apmA","ARO:3000341","AAC(2')","aac"
"ARO:3000375","ErmB","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3007041","Erm(52)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3003003","CfxA3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004683","aadS","ARO:3000225","ANT(6)","ant"
"ARO:3002860","dfrA17","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3004626","Erm(49)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002617","aadA17","ARO:3004275","ANT(3'')","ant"
"ARO:3007459","EstT","ARO:3000320","macrolide esterase","mel"
"ARO:3007110","nimH","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3007105","nimC","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3004458","Enterococcus faecalis chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3000166","tet(B)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002866","dfrD","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3006225","CepA-44","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007118","crxA","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003838","gadW","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002685","catIII","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3007124","tet(W/32/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3003773","Clostridium perfringens mprF","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3002857","dfrA26","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002683","catA1","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3001216","mdtH","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002839","lnuF","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3002836","lnuB","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3004667","Staphylococcus aureus norA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003733","fusC","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"ARO:3002553","AAC(6')-If","ARO:3000345","AAC(6')","aac"
"ARO:3002835","lnuA","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3002932","vanS gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3008823","PC1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
