"Term_ID","Term_Label","Parent_ID","Parent_Label","geneclass"
"ARO:3009024","PEN-B2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002539","AAC(3)-IVa","ARO:3000322","AAC(3)","aac"
"ARO:3002544","AAC(3)-Xa","ARO:3000322","AAC(3)","aac"
"ARO:3002182","MOX-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004660","catB11","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3006896","ANA-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006996","SPR-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001415","OXA-20","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005726","OXA-493","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007229","MCR-8.2","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3004105","TMB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007971","ACT-99","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004085","lnuG","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3003558","y56 beta-lactamase","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002579","AAC(6')-Ib8","ARO:3000345","AAC(6')","aac"
"ARO:3003200","AAC(6')-Ian","ARO:3000345","AAC(6')","aac"
"ARO:3001417","OXA-22","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005326","OXA-571","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003770","Listeria monocytogenes mprF","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3000462","mgtA","ARO:3000458","macrolide glycosyltransferase","mgt"
"ARO:3004628","AAC(2')-IIa","ARO:3000341","AAC(2')","aac"
"ARO:3007180","MAB","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002781","QnrB69","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3004699","sta","ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"ARO:3002569","AAC(6')-Iy","ARO:3000345","AAC(6')","aac"
"ARO:3000504","golS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3005162","FosA7.5","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3005346","DfrA34","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002619","aadA22","ARO:3004275","ANT(3'')","ant"
"ARO:3004539","mphH","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3007369","FosH","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3004113","FosA7","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3003981","tetB(58)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3004555","dfrA32","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3004856","SCO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007049","mef(J)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3006986","SFO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007836","CARB-57","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002704","fexA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002527","AAC(2')-Ie","ARO:3000341","AAC(2')","aac"
"ARO:3006923","CMA-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000198","FosX","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000326","ErmE","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006904","CDD-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007669","aadT","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3008125","CMY-190","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002804","FosA2","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3007846","SIE-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004442","tet(W/N/W)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3002263","IND-7","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002524","AAC(2')-Ib","ARO:3000341","AAC(2')","aac"
"ARO:3002846","arr-1","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3000602","Erm(39)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3000251","msrA","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3007098","FosM2","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3002630","ANT(9)-Ia","ARO:3000228","ANT(9)","ant"
"ARO:3000561","tet(30)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002931","vanS gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007099","FosM3","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3002967","vanXY gene in vanE cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3006997","SPS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008084","CME-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000522","ErmG","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002260","IND-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000167","tet(C)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3001812","OXA-54","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007005","YEM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005348","DfrA36","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3007050","mreA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003989","AAC(6')-34","ARO:3000345","AAC(6')","aac"
"ARO:3002013","CMY-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002613","aadA13","ARO:3004275","ANT(3'')","ant"
"ARO:3002648","APH(3')-IVa","ARO:3000126","APH(3')","aph"
"ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3002832","vgaD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002368","PER-6","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002801","QnrVC4","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3000005","vanD","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003725","vanX gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003987","VatI","ARO:3000233","streptogramin inactivation enzyme","vat"
"ARO:3000844","TUS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000603","Erm(41)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006987","SGM-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002974","vanTr gene in vanL cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3006991","SGM-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002787","QnrC","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3007029","salE","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002603","aadA3","ARO:3004275","ANT(3'')","ant"
"ARO:3008605","OXA-1189","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008011","ADC-295","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006870","CSA-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007897","ACT-115","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006458","CMY-159","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002754","QnrB39","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002616","aadA16","ARO:3004275","ANT(3'')","ant"
"ARO:3001713","OXA-214","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000814","MexT","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002907","vanE","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002910","vanL","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002966","vanXY gene in vanC cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002879","linG","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3002825","ErmY","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3008733","OXA-956","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006905","CDD-2","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002926","vanR gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3004253","vanU gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002690","Streptomyces lividans cmlR","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003026","fusH","ARO:3003025","fusidic acid inactivation enzyme","fai"
"ARO:3000463","gimA","ARO:3000458","macrolide glycosyltransferase","mgt"
"ARO:3008822","PAM-5","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000319","mphC","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3008175","FONA-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006985","SFC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005273","TEM-243","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005936","OXA-731","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005045","SatA","ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"ARO:3006313","ADC-138","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004189","Bla2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004636","qnrE1","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008773","OXA-996","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006424","ADC-254","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001418","OXA-23","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007456","dfrL","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3003741","mphE","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3005339","OXA-646","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3009063","SHV-244","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004606","erm(40)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3003602","OXA-446","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008199","HBL-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008508","OXA-1090","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002869","dfrK","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002833","vgaE","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002631","spd","ARO:3000228","ANT(9)","ant"
"ARO:3007000","STA-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000421","norB","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3000818","nalC","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3008082","BOR-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002672","Bacillus pumilus cat86","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3001304","ErmS","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3000592","ErmN","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3004592","erm(32)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002827","tlrC","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3006088","OXA-900","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007562","OXA-1039","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000316","mphA","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3006885","ELM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002892","otr(B)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003061","vph","ARO:3004261","viomycin phosphotransferase","vph"
"ARO:3003717","ESP-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008124","CMY-189","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009036","RAHN-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007470","IND-17","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3009026","PEN-B4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000746","mepR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3004572","Staphylococcus aureus LmrS","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3000838","arlR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002534","AAC(3)-IIb","ARO:3000322","AAC(3)","aac"
"ARO:3002925","vanR gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003920","pgpB","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3004123","Burkholderia pseudomallei Omp38","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3008383","MOX-15","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002681","catB9","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3005795","OXA-574","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005325","OXA-573","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006374","ADC-205","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006020","OXA-822","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3009033","PNC-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008674","OXA-1264","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007454","TEM-245","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006868","CRP-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000347","ErmA","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006942","LUS-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006972","PLN-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001407","OXA-12","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004476","vmlR","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3004720","tet(X4)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3007483","RAD-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004541","mphK","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3003022","dfrB3","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002826","EreA2","ARO:3000320","macrolide esterase","mel"
"ARO:3002652","APH(3')-VIa","ARO:3000126","APH(3')","aph"
"ARO:3006861","MIR-21","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001214","mdtM","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3004452","Alkalihalobacillus clausii chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3005097","mecC-type BlaZ","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000598","Erm(31)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006375","ADC-206","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
