"","ARO_Term_ID","Term_Label","Parent_ID","Parent_Label","gene_class","abbreviation"
"2003","ARO:3005763","OXA-533","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2004","ARO:3002693","cmlA1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"2005","ARO:3006855","CMH-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2006","ARO:3005335","OXA-496","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2007","ARO:3001200","SHV-161","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2008","ARO:3001929","CTX-M-68","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2009","ARO:3001736","OXA-281","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2010","ARO:3001735","OXA-280","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2011","ARO:3003318","Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"2012","ARO:3003643","OXA-486","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2013","ARO:3004211","FEZ beta-lactamase","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2014","ARO:3000831","CpxR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"2015","ARO:3004199","CepS beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2016","ARO:3004214","THIN-B beta-lactamase","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2017","ARO:3004198","R39 beta-lactamase","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2018","ARO:3004225","Rm3 family beta-lactamase","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2019","ARO:3001178","SHV-134","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2020","ARO:3001729","OXA-273","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2021","ARO:3001784","OXA-181","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2022","ARO:3003876","ADC-44","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2023","ARO:3000579","Chryseobacterium meningosepticum BlaB","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2024","ARO:3003018","dfrA22","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"2025","ARO:3004206","SIM beta-lactamase","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2026","ARO:3004234","EXO beta-lactamase","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2027","ARO:3005113","AAC(6')-Ib-cr","ARO:3000345","AAC(6')","aac","aac"
"2028","ARO:3003606","OXA-450","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2029","ARO:3007387","AAC(3)-IV","ARO:3000322","AAC(3)","aac","aac"
"2030","ARO:3002508","PDC-9","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2031","ARO:3001608","OXA-417","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2032","ARO:3004808","GOB-16","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2033","ARO:3007384","AAC(3)-I","ARO:3000322","AAC(3)","aac","aac"
"2034","ARO:3007257","MCR-3.36","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"2035","ARO:3001891","CTX-M-29","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2036","ARO:3001962","CTX-M-103","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2037","ARO:3007922","ACT-157","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2038","ARO:3002917","glycopeptide resistance gene cluster VanN","ARO:3000234","glycopeptide resistance gene cluster","van","van"
"2039","ARO:3002592","AAC(6')-Ib-Hangzhou","ARO:3000345","AAC(6')","aac","aac"
"2040","ARO:3007248","MCR-3.33","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"2041","ARO:3001017","TEM-150","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2042","ARO:3001974","CTX-M-114","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2043","ARO:3007277","MCR-10.2","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"2044","ARO:3002183","MOX-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2045","ARO:3004804","GOB-12","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2046","ARO:3000246","glycopeptide resistance gene cluster VanC","ARO:3000234","glycopeptide resistance gene cluster","van","van"
"2047","ARO:3000967","TEM-104","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2048","ARO:3002730","QnrB15","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2049","ARO:3005580","CARB-46","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2050","ARO:3002157","FOX-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2051","ARO:3005837","OXA-616","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2052","ARO:3005883","OXA-675","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2053","ARO:3005646","CTX-M-223","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2054","ARO:3002710","QnrA4","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2055","ARO:3006441","ADC-84","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2056","ARO:3004586","tet(51)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2057","ARO:3002582","AAC(6')-Ib11","ARO:3000345","AAC(6')","aac","aac"
"2058","ARO:3001023","TEM-157","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2059","ARO:3006916","CfiA24","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2060","ARO:3008599","OXA-1183","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2061","ARO:3007075","cph","ARO:3007074","capreomycin phosphotransferase","cph","cph"
"2062","ARO:3002634","APH(2'')-Ie","ARO:3000128","APH(2'')","aph","aph"
"2063","ARO:3003677","AAC(6')-Iaj","ARO:3000345","AAC(6')","aac","aac"
"2064","ARO:3004444","RSA1-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2065","ARO:3005603","CTX-M-180","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2066","ARO:3001938","CTX-M-77","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2067","ARO:3008801","OXY-3-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2068","ARO:3002783","QnrB71","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2069","ARO:3004613","tet(47)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2070","ARO:3009010","PEN-A31","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2071","ARO:3004587","tet(52)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2072","ARO:3002323","KPC-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2073","ARO:3005973","OXA-769","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2074","ARO:3002747","QnrB32","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2075","ARO:3007632","FRI-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2076","ARO:3001425","OXA-31","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2077","ARO:3002759","QnrB44","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2078","ARO:3008971","PDC-624","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2079","ARO:3002712","QnrA6","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2080","ARO:3006956","OHIO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2081","ARO:3001806","OXA-224","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2082","ARO:3008929","PDC-582","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2083","ARO:3008179","FONA-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2084","ARO:3007803","CARB-56","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2085","ARO:3002715","QnrB2","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2086","ARO:3003594","OXA-438","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2087","ARO:3008348","KPC-231","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2088","ARO:3006182","IMI-18","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2089","ARO:3002802","QnrVC5","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2090","ARO:3002575","AAC(6')-Iai","ARO:3000345","AAC(6')","aac","aac"
"2091","ARO:3006766","PDC-397","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2092","ARO:3005112","AAC(6')-Ib-cr3","ARO:3000345","AAC(6')","aac","aac"
"2093","ARO:3005644","CTX-M-221","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2094","ARO:3005519","VIM-71","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2095","ARO:3005261","TEM-230","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2096","ARO:3008134","CTX-M-243","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2097","ARO:3005560","CARB-24","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2098","ARO:3008076","AXC-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2099","ARO:3003192","QnrB80","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2100","ARO:3006126","OXA-947","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2101","ARO:3003193","QnrVC7","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2102","ARO:3004637","qnrE2","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2103","ARO:3008229","KLUC-6","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2104","ARO:3003190","QnrB78","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2105","ARO:3002723","QnrB9","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2106","ARO:3002741","QnrB26","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2107","ARO:3002297","VIM-27","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2108","ARO:3005509","VIM-61","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2109","ARO:3006900","AXC-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2110","ARO:3005369","KPC-37","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2111","ARO:3008142","CTX-M-253","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2112","ARO:3002774","QnrB61","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2113","ARO:3004094","Erm(48)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"2114","ARO:3009075","TEM-256","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2115","ARO:3008227","IND-19","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2116","ARO:3008711","OXA-1301","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2117","ARO:3003735","Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"2118","ARO:3008787","OXY-12-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2119","ARO:3008414","NDM-69","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2120","ARO:3002735","QnrB20","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2121","ARO:3007885","ACT-102","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2122","ARO:3002102","CMY-89","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2123","ARO:3004590","tet(54)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2124","ARO:3002782","QnrB70","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2125","ARO:3001917","CTX-M-55","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2126","ARO:3002764","QnrB49","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2127","ARO:3008355","KPC-239","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2128","ARO:3002742","QnrB27","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2129","ARO:3007771","aac(6')-Ib-cr11","ARO:3000345","AAC(6')","aac","aac"
"2130","ARO:3005996","OXA-796","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2131","ARO:3002588","AAC(6')-I30","ARO:3000345","AAC(6')","aac","aac"
"2132","ARO:3005155","PDC-23","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2133","ARO:3006654","PDC-280","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2134","ARO:3005594","CTX-M-171","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2135","ARO:3001427","OXA-33","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2136","ARO:3006107","OXA-921","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2137","ARO:3002547","AAC(6')-Ib-cr1","ARO:3000345","AAC(6')","aac","aac"
"2138","ARO:3008120","CMY-183","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2139","ARO:3004339","PDC-76","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2140","ARO:3009017","PEN-A3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2141","ARO:3002770","QnrB57","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2142","ARO:3008381","MIR-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2143","ARO:3002495","CTX-M-85","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2144","ARO:3008638","OXA-1228","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2145","ARO:3008726","OXA-944","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2146","ARO:3004584","tet(50)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2147","ARO:3004582","tet(49)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"2148","ARO:3002443","OKP-B-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2149","ARO:3002533","AAC(3)-IIa","ARO:3000322","AAC(3)","aac","aac"
"2150","ARO:3006133","PER-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2151","ARO:3005695","GOB-46","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2152","ARO:3005541","BlaB-28","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2153","ARO:3008761","OXA-984","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2154","ARO:3008555","OXA-1137","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2155","ARO:3008437","OXA-1016","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2156","ARO:3005360","KPC-29","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2157","ARO:3001089","SHV-31","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2158","ARO:3005230","SHV-211","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2159","ARO:3009055","SHV-236","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2160","ARO:3009003","PEN-A25","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2161","ARO:3005631","CTX-M-208","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2162","ARO:3006951","MBL1b","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2163","ARO:3004813","GOB-6","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2164","ARO:3005359","KPC-27","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2165","ARO:3003071","mphF","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"2166","ARO:3006521","PDC-144","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2167","ARO:3008980","PDC-633","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2168","ARO:3004816","GOB-9","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2169","ARO:3006024","OXA-827","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2170","ARO:3005269","TEM-238","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2171","ARO:3004762","BRO-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2172","ARO:3007001","TER-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2173","ARO:3001168","SHV-121","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2174","ARO:3007974","ADC-258","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2175","ARO:3009068","TEM-249","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2176","ARO:3005077","ROB-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2177","ARO:3002048","CMY-37","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2178","ARO:3008295","KPC-169","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2179","ARO:3006967","PFM-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2180","ARO:3009020","PEN-A7","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2181","ARO:3001793","OXA-320","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2182","ARO:3002757","QnrB42","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2183","ARO:3008697","OXA-1287","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2184","ARO:3001110","SHV-53","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2185","ARO:3005586","CARB-52","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2186","ARO:3001337","SHV-99","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2187","ARO:3002727","QnrB13","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2188","ARO:3002459","LEN-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2189","ARO:3006406","ADC-237","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2190","ARO:3001876","CTX-M-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2191","ARO:3001920","CTX-M-59","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2192","ARO:3002795","QnrS6","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2193","ARO:3006208","VEB-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2194","ARO:3008610","OXA-1198","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2195","ARO:3005679","GOB-30","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2196","ARO:3002404","OXY-2-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2197","ARO:3001043","TEM-178","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2198","ARO:3005690","GOB-41","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2199","ARO:3006983","RSD2-2","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2200","ARO:3005577","CARB-43","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2201","ARO:3005673","GOB-24","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2202","ARO:3005582","CARB-48","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2203","ARO:3005559","CARB-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2204","ARO:3005681","GOB-32","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2205","ARO:3005699","GOB-51","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2206","ARO:3003096","CfxA5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2207","ARO:3004815","GOB-8","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2208","ARO:3004624","QnrS11","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2209","ARO:3009084","VEB-32","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2210","ARO:3004807","GOB-15","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2211","ARO:3008723","OXA-933","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2212","ARO:3005683","GOB-34","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2213","ARO:3006184","IMI-20","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2214","ARO:3002800","QnrVC3","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"2215","ARO:3008197","GOB-52","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2216","ARO:3008159","CTX-M-270","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2217","ARO:3009070","TEM-251","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2218","ARO:3002591","AAC(6')-Ib-Suzhou","ARO:3000345","AAC(6')","aac","aac"
"2219","ARO:3005598","CTX-M-175","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2220","ARO:3002379","SME-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2221","ARO:3001191","SHV-152","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2222","ARO:3002465","LEN-18","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2223","ARO:3003142","IMI-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2224","ARO:3004798","FRI-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2225","ARO:3003177","IMI-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2226","ARO:3006221","VEB-26","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2227","ARO:3005642","CTX-M-219","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2228","ARO:3008214","IMI-27","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2229","ARO:3005791","OXA-567","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2230","ARO:3004770","CIA-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2231","ARO:3008186","GES-59","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2232","ARO:3005072","ROB-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2233","ARO:3005770","OXA-546","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2234","ARO:3008990","PEN-A12","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2235","ARO:3006689","PDC-319","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"2236","ARO:3002485","LRA-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2237","ARO:3002008","CTX-M-151","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2238","ARO:3004811","GOB-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2239","ARO:3004806","GOB-14","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2240","ARO:3009083","VEB-31","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2241","ARO:3001970","CTX-M-110","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2242","ARO:3005079","ROB-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2243","ARO:3005831","OXA-610","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2244","ARO:3008196","GOB-47","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2245","ARO:3001633","OXA-79","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"2246","ARO:3001393","TEM-216","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2247","ARO:3005073","ROB-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2248","ARO:3006131","PER-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2249","ARO:3002367","PER-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2250","ARO:3006179","IMI-15","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2251","ARO:3005579","CARB-45","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2252","ARO:3005227","SHV-206","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2253","ARO:3002377","VEB-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2254","ARO:3009018","PEN-A5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2255","ARO:3002383","SME-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2256","ARO:3008209","IMI-22","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2257","ARO:3001013","TEM-146","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2258","ARO:3008807","OXY-5-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2259","ARO:3006199","KPC-74","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2260","ARO:3007126","ROB-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2261","ARO:3002010","CTX-M-153","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2262","ARO:3008305","KPC-179","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2263","ARO:3001862","IMI-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2264","ARO:3005581","CARB-47","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2265","ARO:3005674","GOB-25","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2266","ARO:3005251","SHV-213","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2267","ARO:3005033","FLC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2268","ARO:3001195","SHV-156","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2269","ARO:3001988","CTX-M-129","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2270","ARO:3006914","CfiA22","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"2271","ARO:3005238","SHV-218","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"2272","ARO:3005119","AAC(6')-Ib-cr9","ARO:3000345","AAC(6')","aac","aac"
